id,release_date,movie,production_budget,domestic_gross,worldwide_gross,worldwide_roi,roi_category,movie_year,tconst,primary_title,original_title,start_year,runtime_minutes,genres
80,"Jul 10, 2015",The Gallows,100000,22764410,41656474,41656.474,high,The Gallows (2015),tt2309260,The Gallows,The Gallows,2015.0,81.0,"Horror,Mystery,Thriller"
12,"Jan 6, 2012",The Devil Inside,1000000,53262945,101759490,10175.949,high,The Devil Inside (2012),tt1560985,The Devil Inside,The Devil Inside,2012.0,83.0,Horror
65,"Oct 20, 2010",Paranormal Activity 2,3000000,84752907,177512032,5917.067733333332,high,Paranormal Activity 2 (2010),tt1536044,Paranormal Activity 2,Paranormal Activity 2,2010.0,91.0,Horror
49,"Feb 24, 2017",Get Out,5000000,176040665,255367951,5107.35902,high,Get Out (2017),tt5052448,Get Out,Get Out,2017.0,104.0,"Horror,Mystery,Thriller"
64,"Oct 21, 2016",Moonlight,1500000,27854931,65245512,4349.700800000001,high,Moonlight (2016),tt4975722,Moonlight,Moonlight,2016.0,111.0,Drama
18,"May 25, 2012",Chernobyl Diaries,1000000,18119640,42411721,4241.1721,high,Chernobyl Diaries (2012),tt1991245,Chernobyl Diaries,Chernobyl Diaries,2012.0,86.0,"Horror,Mystery,Thriller"
51,"Oct 21, 2011",Paranormal Activity 3,5000000,104028807,207039844,4140.79688,high,Paranormal Activity 3 (2011),tt1778304,Paranormal Activity 3,Paranormal Activity 3,2011.0,83.0,"Horror,Mystery,Thriller"
84,"Oct 3, 2014",Annabelle,6500000,84273813,256862920,3951.7372307692303,high,Annabelle (2014),tt3322940,Annabelle,Annabelle,2014.0,99.0,"Horror,Mystery,Thriller"
15,"Aug 27, 2010",The Last Exorcism,1800000,41034350,70165900,3898.105555555556,high,The Last Exorcism (2010),tt1320244,The Last Exorcism,The Last Exorcism,2010.0,87.0,"Drama,Horror,Thriller"
56,"Dec 21, 2016",Dangal,9500000,12391761,294654618,3101.627557894737,high,Dangal (2016),tt5074352,Dangal,Dangal,2016.0,161.0,"Action,Biography,Drama"
67,"Jun 7, 2013",The Purge,3000000,64473115,91266581,3042.2193666666667,high,The Purge (2013),tt2184339,The Purge,The Purge,2013.0,85.0,"Horror,Thriller"
55,"Jul 22, 2016",Lights Out,5000000,67268835,148806510,2976.1302,high,Lights Out (2016),tt4786282,Lights Out,Lights Out,2016.0,81.0,"Drama,Horror,Mystery"
55,"Jul 22, 2016",Lights Out,5000000,67268835,148806510,2976.1302,high,Lights Out (2016),tt5328340,Lights Out,Lights Out,2016.0,90.0,Documentary
69,"Oct 12, 2012",Sinister,3000000,48086903,87727807,2924.260233333333,high,Sinister (2012),tt1922777,Sinister,Sinister,2012.0,110.0,"Horror,Mystery,Thriller"
59,"Oct 19, 2012",Paranormal Activity 4,5000000,53900335,142817992,2856.35984,high,Paranormal Activity 4 (2012),tt2109184,Paranormal Activity 4,Paranormal Activity 4,2012.0,88.0,"Horror,Mystery,Thriller"
86,"Jul 7, 2017",A Ghost Story,100000,1594798,2769782,2769.782,high,A Ghost Story (2017),tt6265828,A Ghost Story,A Ghost Story,2017.0,92.0,"Drama,Fantasy,Romance"
91,"Apr 13, 2018",Truth or Dare,3500000,41411015,95127344,2717.9241142857145,high,Truth or Dare (2018),tt6772950,Truth or Dare,Truth or Dare,2018.0,100.0,"Horror,Thriller"
91,"Apr 13, 2018",Truth or Dare,3500000,41411015,95127344,2717.9241142857145,high,Truth or Dare (2018),tt6869948,Truth or Dare,Truth or Dare,2018.0,92.0,"Comedy,Drama,Romance"
43,"Jun 6, 2014",The Fault in Our Stars,12000000,124872350,307166834,2559.7236166666667,high,The Fault in Our Stars (2014),tt2582846,The Fault in Our Stars,The Fault in Our Stars,2014.0,126.0,"Drama,Romance"
36,"Oct 19, 2018",Halloween,10000000,159342015,254900667,2549.00667,high,Halloween (2018),tt1502407,Halloween,Halloween,2018.0,106.0,"Horror,Thriller"
46,"Dec 3, 2010",Black Swan,13000000,106954678,331266710,2548.205461538462,high,Black Swan (2010),tt0947798,Black Swan,Black Swan,2010.0,108.0,"Drama,Thriller"
58,"Oct 13, 2017",Happy Death Day,5000000,55683845,125010260,2500.2052,high,Happy Death Day (2017),tt5308322,Happy Death Day,Happy Death Day,2017.0,96.0,"Horror,Mystery,Thriller"
66,"Aug 28, 2015",War Room,3000000,67790117,73975239,2465.8413,high,War Room (2015),tt3832914,War Room,War Room,2015.0,120.0,Drama
88,"Jun 29, 2012",Magic Mike,7000000,113721571,170549753,2436.425042857143,high,Magic Mike (2012),tt1915581,Magic Mike,Magic Mike,2012.0,110.0,"Comedy,Drama"
12,"Jan 11, 2013",A Haunted House,2500000,40041683,59922558,2396.90232,high,A Haunted House (2013),tt2243537,A Haunted House,A Haunted House,2013.0,86.0,"Comedy,Fantasy"
54,"Mar 11, 2016",10 Cloverfield Lane,5000000,72082999,108286422,2165.728440000001,high,10 Cloverfield Lane (2016),tt1179933,10 Cloverfield Lane,10 Cloverfield Lane,2016.0,103.0,"Drama,Horror,Mystery"
92,"Dec 9, 2016",La La Land,20000000,151101803,426351163,2131.755815,high,La La Land (2016),tt3783958,La La Land,La La Land,2016.0,128.0,"Comedy,Drama,Music"
60,"Oct 24, 2014",Ouija,5000000,50856010,103300632,2066.01264,high,Ouija (2014),tt1204977,Ouija,Ouija,2014.0,89.0,"Horror,Mystery,Thriller"
2,"Aug 11, 2017",Annabelle: Creation,15000000,102092201,305384865,2035.8991,high,Annabelle: Creation (2017),tt5140878,Annabelle: Creation,Annabelle: Creation,2017.0,109.0,"Horror,Mystery,Thriller"
24,"Sep 8, 2017",It,35000000,327481748,697457969,1992.7370542857145,high,It (2017),tt1396484,It,It,2017.0,135.0,"Horror,Thriller"
56,"Sep 11, 2015",The Visit,5000000,65206105,98677816,1973.55632,high,The Visit (2015),tt3567288,The Visit,The Visit,2015.0,94.0,"Horror,Mystery,Thriller"
66,"Apr 6, 2018",A Quiet Place,17000000,188024361,334522294,1967.7782,high,A Quiet Place (2018),tt6644200,A Quiet Place,A Quiet Place,2018.0,90.0,"Drama,Horror,Sci-Fi"
49,"Sep 1, 2015",Exeter,25000,0,489792,1959.168,high,Exeter (2015),tt1945044,Exeter,Exeter,2015.0,91.0,"Horror,Mystery,Thriller"
38,"Jul 12, 2013",Fruitvale Station,900000,16098998,17549645,1949.9605555555554,high,Fruitvale Station (2013),tt2334649,Fruitvale Station,Fruitvale Station,2013.0,85.0,"Biography,Drama,Romance"
70,"Jan 3, 2014",Paranormal Activity: The Marked Ones,5000000,32462372,90904854,1818.09708,high,Paranormal Activity: The Marked Ones (2014),tt2473682,Paranormal Activity: The Marked Ones,Paranormal Activity: The Marked Ones,2014.0,84.0,"Horror,Mystery,Thriller"
87,"Sep 30, 2011",Courageous,2000000,34522221,35185884,1759.2942,high,Courageous (2011),tt1630036,Courageous,Courageous,2011.0,129.0,Drama
45,"Jan 5, 2018",Insidious: The Last Key,10000000,67745330,167885588,1678.85588,high,Insidious: The Last Key (2018),tt5726086,Insidious: The Last Key,Insidious: The Last Key,2018.0,103.0,"Horror,Mystery,Thriller"
25,"Dec 29, 2010",Blue Valentine,1000000,9737892,16566240,1656.624,high,Blue Valentine (2010),tt1120985,Blue Valentine,Blue Valentine,2010.0,112.0,"Drama,Romance"
29,"Jul 20, 2018",Unfriended: Dark Web,1000000,8866745,16434588,1643.4588,high,Unfriended: Dark Web (2018),tt4761916,Unfriended: Dark Web,Unfriended: Dark Web,2018.0,92.0,"Crime,Horror,Mystery"
84,"Nov 2, 2018",Bohemian Rhapsody,55000000,216303339,894985342,1627.2460763636366,high,Bohemian Rhapsody (2018),tt1727824,Bohemian Rhapsody,Bohemian Rhapsody,2018.0,134.0,"Biography,Drama,Music"
93,"Jul 19, 2013",The Conjuring,20000000,137400141,318000141,1590.0007050000002,high,The Conjuring (2013),tt1457767,The Conjuring,The Conjuring,2013.0,112.0,"Horror,Mystery,Thriller"
73,"Jul 10, 2015",Minions,74000000,336045770,1160336173,1568.0218554054056,high,Minions (2015),tt2293640,Minions,Minions,2015.0,91.0,"Adventure,Animation,Comedy"
95,"Nov 17, 2017",Wonder,20000000,132422809,304604712,1523.0235599999999,high,Wonder (2017),tt2543472,Wonder,Wonder,2017.0,113.0,"Drama,Family"
6,"Nov 28, 2014",The Imitation Game,15000000,91125143,227740463,1518.2697533333335,high,The Imitation Game (2014),tt2084970,The Imitation Game,The Imitation Game,2014.0,114.0,"Biography,Drama,Thriller"
64,"May 9, 2014",Neighbors,18000000,150086800,270944428,1505.246822222222,high,Neighbors (2014),tt2004420,Neighbors,Neighbors,2014.0,97.0,Comedy
74,"Oct 28, 2011",Like Crazy,250000,3395391,3728400,1491.36,high,Like Crazy (2011),tt1758692,Like Crazy,Like Crazy,2011.0,86.0,"Drama,Romance"
85,"Jul 11, 2014",Boyhood,4000000,25379975,57273049,1431.826225,high,Boyhood (2014),tt1065073,Boyhood,Boyhood,2014.0,165.0,Drama
78,"Feb 13, 2015",Fifty Shades of Grey,40000000,166167230,570998101,1427.4952525,high,Fifty Shades of Grey (2015),tt2322441,Fifty Shades of Grey,Fifty Shades of Grey,2015.0,125.0,"Drama,Romance,Thriller"
71,"Nov 16, 2018",Green Book,23000000,85080171,322034439,1400.1497347826087,high,Green Book (2018),tt6966692,Green Book,Green Book,2018.0,130.0,"Biography,Comedy,Drama"
56,"Feb 12, 2016",Deadpool,58000000,363070709,801025593,1381.0786086206895,high,Deadpool (2016),tt1431045,Deadpool,Deadpool,2016.0,108.0,"Action,Adventure,Comedy"
30,"Jun 30, 2017",Despicable Me 3,75000000,264624300,1034727750,1379.6370000000002,high,Despicable Me 3 (2017),tt3469046,Despicable Me 3,Despicable Me 3,2017.0,89.0,"Adventure,Animation,Comedy"
81,"Jan 23, 2015",The Boy Next Door,4000000,36006065,53401938,1335.04845,high,The Boy Next Door (2015),tt3181822,The Boy Next Door,The Boy Next Door,2015.0,91.0,"Horror,Thriller"
59,"Nov 10, 2017","Three Billboards Outside Ebbing, Missouri",12000000,54513740,160191915,1334.932625,high,"Three Billboards Outside Ebbing, Missouri (2017)",tt5027774,"Three Billboards Outside Ebbing, Missouri","Three Billboards Outside Ebbing, Missouri",2017.0,115.0,"Crime,Drama"
14,"Jul 3, 2013",Kevin Hart: Let Me Explain,2500000,32244051,32327255,1293.0902,high,Kevin Hart: Let Me Explain (2013),tt2609912,Kevin Hart: Let Me Explain,Kevin Hart: Let Me Explain,2013.0,75.0,"Comedy,Documentary"
18,"Jun 27, 2012",Beasts of the Southern Wild,1800000,12795746,23265132,1292.5073333333335,high,Beasts of the Southern Wild (2012),tt2125435,Beasts of the Southern Wild,Beasts of the Southern Wild,2012.0,93.0,"Adventure,Drama,Fantasy"
22,"Jul 3, 2013",Despicable Me 2,76000000,368065385,975216835,1283.1800460526315,high,Despicable Me 2 (2013),tt1690953,Despicable Me 2,Despicable Me 2,2013.0,98.0,"Adventure,Animation,Comedy"
88,"Mar 22, 2019",Us,20000000,175006930,254210310,1271.05155,high,Us (2019),tt6857112,Us,Us,2019.0,116.0,"Horror,Mystery,Thriller"
95,"Feb 2, 2018",Winchester,3500000,25091816,44378040,1267.944,high,Winchester (2018),tt1072748,Winchester,Winchester,2018.0,99.0,"Biography,Drama,Fantasy"
60,"Nov 25, 2016",Lion,12000000,51739495,149570720,1246.4226666666666,high,Lion (2016),tt3741834,Lion,Lion,2016.0,118.0,"Biography,Drama"
71,"Jul 18, 2014",The Purge: Anarchy,9000000,71562550,111534881,1239.2764555555557,high,The Purge: Anarchy (2014),tt2975578,The Purge: Anarchy,The Purge: Anarchy,2014.0,103.0,"Action,Horror,Sci-Fi"
100,"Jan 18, 2019",Glass,20000000,111035005,245303505,1226.517525,high,Glass (2019),tt6823368,Glass,Glass,2019.0,129.0,"Drama,Sci-Fi,Thriller"
90,"Mar 16, 2018",I Can Only Imagine,7000000,83482352,85604221,1222.917442857143,high,I Can Only Imagine (2018),tt6450186,I Can Only Imagine,I Can Only Imagine,2018.0,110.0,"Biography,Drama,Family"
73,"Nov 1, 2013",Dallas Buyers Club,5000000,27298285,60611845,1212.2369,high,Dallas Buyers Club (2013),tt0790636,Dallas Buyers Club,Dallas Buyers Club,2013.0,117.0,"Biography,Drama"
48,"Jul 22, 2011",Another Earth,175000,1321194,2102779,1201.588,high,Another Earth (2011),tt1549572,Another Earth,Another Earth,2011.0,92.0,"Drama,Romance,Sci-Fi"
59,"Oct 31, 2014",All You Need Is Love,300000,0,3565259,1188.4196666666667,high,All You Need Is Love (2014),tt2704210,All You Need Is Love,All You Need Is Love,2014.0,90.0,Documentary
42,"Jul 1, 2016",The Purge: Election Year,10000000,79042440,118514727,1185.14727,high,The Purge: Election Year (2016),tt4094724,The Purge: Election Year,The Purge: Election Year,2016.0,108.0,"Action,Horror,Sci-Fi"
26,"Jul 8, 2016",The Secret Life of Pets,75000000,368384330,886750534,1182.3340453333333,high,The Secret Life of Pets (2016),tt2709768,The Secret Life of Pets,The Secret Life of Pets,2016.0,87.0,"Adventure,Animation,Comedy"
43,"Oct 10, 2014",Whiplash,3300000,13092006,38969037,1180.879909090909,high,Whiplash (2014),tt2582802,Whiplash,Whiplash,2014.0,106.0,"Drama,Music"
63,"Aug 7, 2015",The Gift,5000000,43787265,58978477,1179.56954,high,The Gift (2015),tt4178092,The Gift,The Gift,2015.0,108.0,"Drama,Mystery,Thriller"
68,"Dec 10, 2010",The Fighter,11000000,93617009,129262388,1175.1126181818179,high,The Fighter (2010),tt0964517,The Fighter,The Fighter,2010.0,116.0,"Biography,Drama,Sport"
91,"Mar 15, 2019",Five Feet Apart,7000000,45729221,80504421,1150.063157142857,high,Five Feet Apart (2019),tt6472976,Five Feet Apart,Five Feet Apart,2019.0,116.0,"Drama,Romance"
33,"Oct 19, 2012",The Sessions,1000000,6002451,11495204,1149.5204,high,The Sessions (2012),tt1866249,The Sessions,The Sessions,2012.0,95.0,"Biography,Comedy,Drama"
83,"Jul 25, 2014",Lucy,40000000,126573960,457507776,1143.76944,high,Lucy (2014),tt2872732,Lucy,Lucy,2014.0,89.0,"Action,Sci-Fi,Thriller"
27,"Jun 24, 2011",Bad Teacher,19000000,100292856,215448997,1133.9420894736838,high,Bad Teacher (2011),tt1284575,Bad Teacher,Bad Teacher,2011.0,92.0,"Comedy,Romance"
50,"Oct 29, 2010",Monsters,500000,237301,5639730,1127.9460000000001,high,Monsters (2010),tt1470827,Monsters,Monsters,2010.0,94.0,"Drama,Sci-Fi,Thriller"
59,"Nov 16, 2012",Silver Linings Playbook,21000000,132092958,236412453,1125.7735857142857,high,Silver Linings Playbook (2012),tt1045658,Silver Linings Playbook,Silver Linings Playbook,2012.0,122.0,"Comedy,Drama,Romance"
84,"Jun 29, 2012",Ted,50000000,218665740,556016627,1112.033254,high,Ted (2012),tt1637725,Ted,Ted,2012.0,106.0,"Comedy,Fantasy"
64,"Jun 23, 2017",The Big Sick,5000000,42872467,53972860,1079.4572,high,The Big Sick (2017),tt5462602,The Big Sick,The Big Sick,2017.0,120.0,"Comedy,Drama,Romance"
38,"Dec 20, 2017",Jumanji: Welcome to the Jungle,90000000,404508916,964496193,1071.6624366666667,high,Jumanji: Welcome to the Jungle (2017),tt2283362,Jumanji: Welcome to the Jungle,Jumanji: Welcome to the Jungle,2017.0,119.0,"Action,Adventure,Comedy"
2,"Sep 24, 2010",Buried,1987650,1044143,21270290,1070.1225064774983,high,Buried (2010),tt1462758,Buried,Buried,2010.0,95.0,"Drama,Mystery,Thriller"
49,"Jul 4, 2018",The First Purge,13000000,69488745,136617305,1050.9023461538459,high,The First Purge (2018),tt6133466,The First Purge,The First Purge,2018.0,98.0,"Action,Horror,Sci-Fi"
20,"Jun 3, 2016",Me Before You,20000000,56245075,208265198,1041.32599,high,Me Before You (2016),tt2674426,Me Before You,Me Before You,2016.0,106.0,"Drama,Romance"
53,"Jun 30, 2010",The Twilight Saga: Eclipse,68000000,300531751,706102828,1038.3865117647058,high,The Twilight Saga: Eclipse (2010),tt1325004,The Twilight Saga: Eclipse,The Twilight Saga: Eclipse,2010.0,124.0,"Adventure,Drama,Fantasy"
55,"Feb 3, 2012",Chronicle,12000000,64575175,123681790,1030.6815833333333,high,Chronicle (2012),tt1706593,Chronicle,Chronicle,2012.0,84.0,"Drama,Sci-Fi,Thriller"
75,"Sep 9, 2011",Kevin Hart: Laugh at My Pain,750000,7706436,7712436,1028.3248,high,Kevin Hart: Laugh at My Pain (2011),tt1999192,Kevin Hart: Laugh at My Pain,Kevin Hart: Laugh at My Pain,2011.0,89.0,"Comedy,Documentary"
60,"Sep 19, 2014",The Maze Runner,34000000,102427862,348319861,1024.4701794117648,high,The Maze Runner (2014),tt1790864,The Maze Runner,The Maze Runner,2014.0,113.0,"Action,Mystery,Sci-Fi"
61,"Oct 27, 2017",Jigsaw,10000000,38052832,102445196,1024.4519599999999,high,Jigsaw (2017),tt3348730,Jigsaw,Jigsaw,2017.0,92.0,"Crime,Horror,Mystery"
39,"Apr 1, 2016",Meet the Blacks,900000,9097072,9097072,1010.7857777777778,high,Meet the Blacks (2016),tt4191580,Meet the Blacks,Meet the Blacks,2016.0,94.0,"Comedy,Horror"
19,"Dec 1, 2017",The Shape of Water,19500000,63859435,195790794,1004.0553538461537,high,The Shape of Water (2017),tt5580390,The Shape of Water,The Shape of Water,2017.0,123.0,"Adventure,Drama,Fantasy"
14,"May 15, 2015",Pitch Perfect 2,29000000,184296230,287625468,991.8119586206897,high,Pitch Perfect 2 (2015),tt2848292,Pitch Perfect 2,Pitch Perfect 2,2015.0,115.0,"Comedy,Music"
9,"Jan 18, 2013",Mama,15000000,71628180,148095566,987.3037733333333,high,Mama (2013),tt2023587,Mama,Mama,2013.0,100.0,"Horror,Thriller"
25,"Jun 24, 2016",Hunt for the Wilderpeople,2500000,5205471,23845533,953.82132,high,Hunt for the Wilderpeople (2016),tt4698684,Hunt for the Wilderpeople,Hunt for the Wilderpeople,2016.0,101.0,"Adventure,Comedy,Drama"
67,"Sep 17, 2010",Easy A,8000000,58401464,76200721,952.5090125,high,Easy A (2010),tt1282140,Easy A,Easy A,2010.0,92.0,"Comedy,Drama,Romance"
70,"Mar 23, 2018",Unsane,1500000,7690044,14244931,949.6620666666665,high,Unsane (2018),tt7153766,Unsane,Unsane,2018.0,98.0,"Drama,Horror,Mystery"
45,"Apr 20, 2012",Think Like a Man,12000000,91547205,113373764,944.7813666666667,high,Think Like a Man (2012),tt1621045,Think Like a Man,Think Like a Man,2012.0,122.0,"Comedy,Romance"
57,"Dec 25, 2014",American Sniper,58000000,350126372,547326372,943.6661586206897,high,American Sniper (2014),tt2179136,American Sniper,American Sniper,2014.0,133.0,"Action,Biography,Drama"
86,"Jul 17, 2015",Bajrangi Bhaijaan,13000000,8178001,121778347,936.7565153846157,high,Bajrangi Bhaijaan (2015),tt3863552,Bajrangi Bhaijaan,Bajrangi Bhaijaan,2015.0,163.0,"Action,Comedy,Drama"
64,"Dec 25, 2016",Hidden Figures,25000000,169607287,231771716,927.0868640000001,high,Hidden Figures (2016),tt4846340,Hidden Figures,Hidden Figures,2016.0,127.0,"Biography,Drama,History"
14,"Jul 13, 2012",Ice Age: Continental Drift,95000000,161321843,879765137,926.068565263158,high,Ice Age: Continental Drift (2012),tt1667889,Ice Age: Continental Drift,Ice Age: Continental Drift,2012.0,88.0,"Adventure,Animation,Comedy"
30,"Nov 18, 2016",Manchester by the Sea,8500000,47695371,77733867,914.5160823529413,high,Manchester by the Sea (2016),tt4034228,Manchester by the Sea,Manchester by the Sea,2016.0,137.0,Drama
62,"Jan 22, 2016",Dirty Grandpa,11500000,35593113,105078449,913.7256434782608,high,Dirty Grandpa (2016),tt1860213,Dirty Grandpa,Dirty Grandpa,2016.0,102.0,Comedy
54,"Jun 24, 2016",The Shallows,13000000,55121623,118763442,913.5649384615384,high,The Shallows (2016),tt4052882,The Shallows,The Shallows,2016.0,86.0,"Drama,Horror,Thriller"
43,"May 18, 2018",Book Club,10000000,68566296,91113683,911.13683,high,Book Club (2018),tt6857166,Book Club,Book Club,2018.0,104.0,"Comedy,Drama,Romance"
75,"Oct 21, 2016",Ouija: Origin of Evil,9000000,35144505,81831866,909.2429555555556,high,Ouija: Origin of Evil (2016),tt4361050,Ouija: Origin of Evil,Ouija: Origin of Evil,2016.0,99.0,"Drama,Horror,Mystery"
87,"Jul 9, 2010",The Kids Are All Right,4000000,20811365,36275469,906.886725,high,The Kids Are All Right (2010),tt0842926,The Kids Are All Right,The Kids Are All Right,2010.0,106.0,"Comedy,Drama,Romance"
18,"Oct 18, 2013",12 Years a Slave,20000000,56671993,181025343,905.126715,high,12 Years a Slave (2013),tt2024544,12 Years a Slave,12 Years a Slave,2013.0,134.0,"Biography,Drama,History"
99,"Jul 29, 2016",Bad Moms,20000000,113257297,180998716,904.99358,high,Bad Moms (2016),tt4651520,Bad Moms,Bad Moms,2016.0,100.0,Comedy
73,"Mar 6, 2015",The Second Best Exotic Marigold Hotel,10000000,33078266,90384306,903.8430599999999,high,The Second Best Exotic Marigold Hotel (2015),tt2555736,The Second Best Exotic Marigold Hotel,The Second Best Exotic Marigold Hotel,2015.0,122.0,"Comedy,Drama"
85,"May 13, 2011",Bridesmaids,32500000,169211718,289632023,891.1754553846154,high,Bridesmaids (2011),tt1478338,Bridesmaids,Bridesmaids,2011.0,125.0,"Comedy,Romance"
77,"Jun 11, 2010",The Karate Kid,40000000,176591618,351774938,879.4373449999999,high,The Karate Kid (2010),tt1155076,The Karate Kid,The Karate Kid,2010.0,140.0,"Action,Drama,Family"
55,"Apr 28, 2017",Baahubali 2: The Conclusion,30000000,18985794,263502914,878.3430466666667,high,Baahubali 2: The Conclusion (2017),tt4849438,Baahubali 2: The Conclusion,Baahubali 2: The Conclusion,2017.0,167.0,"Action,Drama"
5,"Nov 16, 2011",The Descendants,20000000,82624961,175507800,877.539,high,The Descendants (2011),tt1033575,The Descendants,The Descendants,2011.0,115.0,"Comedy,Drama"
18,"Feb 3, 2012",The Woman in Black,15000000,54333290,128955898,859.7059866666667,high,The Woman in Black (2012),tt1596365,The Woman in Black,The Woman in Black,2012.0,95.0,"Drama,Fantasy,Horror"
58,"Mar 2, 2012",Project X,12000000,54731865,103028188,858.5682333333333,high,Project X (2012),tt1636826,Project X,Project X,2012.0,88.0,Comedy
98,"Oct 15, 2010",Jackass 3D,20000000,117229692,171685793,858.4289650000002,high,Jackass 3D (2010),tt1116184,Jackass 3D,Jackass 3D,2010.0,95.0,"Action,Comedy,Documentary"
74,"Aug 26, 2015",No Escape,5000000,27288872,42844516,856.89032,high,No Escape (2015),tt1781922,No Escape,No Escape,2015.0,103.0,"Action,Thriller"
19,"May 11, 2018",Breaking In,6000000,46840590,51411620,856.8603333333334,high,Breaking In (2018),tt7137846,Breaking In,Breaking In,2018.0,88.0,"Action,Crime,Drama"
66,"Jul 1, 2015",Magic Mike XXL,14500000,66013057,123660597,852.8317034482759,high,Magic Mike XXL (2015),tt2268016,Magic Mike XXL,Magic Mike XXL,2015.0,115.0,"Comedy,Drama,Music"
63,"Aug 10, 2011",The Help,25000000,169705587,213120004,852.480016,high,The Help (2011),tt1454029,The Help,The Help,2011.0,146.0,Drama
56,"Nov 22, 2013",Frozen,150000000,400738009,1272469910,848.3132733333333,high,Frozen (2013),tt2294629,Frozen,Frozen,2013.0,102.0,"Adventure,Animation,Comedy"
18,"Nov 12, 2010",Tiny Furniture,50000,391674,424149,848.298,high,Tiny Furniture (2010),tt1570989,Tiny Furniture,Tiny Furniture,2010.0,98.0,"Comedy,Drama,Romance"
38,"Mar 23, 2012",The Hunger Games,80000000,408010692,677923379,847.40422375,high,The Hunger Games (2012),tt1392170,The Hunger Games,The Hunger Games,2012.0,142.0,"Action,Adventure,Sci-Fi"
29,"Dec 21, 2016",Sing,75000000,270329045,634454789,845.9397186666667,high,Sing (2016),tt3470600,Sing,Sing,2016.0,108.0,"Animation,Comedy,Family"
54,"Oct 5, 2012",Taken 2,45000000,139854287,377807404,839.5720088888887,high,Taken 2 (2012),tt1397280,Taken 2,Taken 2,2012.0,92.0,"Action,Thriller"
84,"Aug 29, 2014","As Above, So Below",5000000,21222315,41824066,836.4813200000001,high,"As Above, So Below (2014)",tt2870612,"As Above, So Below","As Above, So Below",2014.0,93.0,"Adventure,Horror,Mystery"
43,"Sep 23, 2011",Weekend,190000,484592,1577585,830.3078947368422,high,Weekend (2011),tt1714210,Weekend,Weekend,2011.0,97.0,"Drama,Romance"
43,"Sep 23, 2011",Weekend,190000,484592,1577585,830.3078947368422,high,Weekend (2011),tt1791679,Weekend,Weekend,2011.0,121.0,"Action,Comedy,Crime"
43,"Sep 23, 2011",Weekend,190000,484592,1577585,830.3078947368422,high,Weekend (2011),tt1910670,Weekend,Weekend,2011.0,80.0,"Comedy,Drama"
65,"Nov 22, 2013",Philomena,12000000,37709979,98963392,824.6949333333333,high,Philomena (2013),tt2431286,Philomena,Philomena,2013.0,98.0,"Biography,Comedy,Drama"
35,"Nov 7, 2014",The Theory of Everything,15000000,35893537,123327692,822.1846133333332,high,The Theory of Everything (2014),tt2980516,The Theory of Everything,The Theory of Everything,2014.0,123.0,"Biography,Drama,Romance"
77,"Jul 13, 2018",Hotel Transylvania 3: Summer Vacation,65000000,167500092,527079962,810.8922492307692,high,Hotel Transylvania 3: Summer Vacation (2018),tt5220122,Hotel Transylvania 3: Summer Vacation,Hotel Transylvania 3: Summer Vacation,2018.0,97.0,"Adventure,Animation,Comedy"
8,"Jun 11, 2010",Winter's Bone,2000000,6531503,16131551,806.5775500000002,high,Winter's Bone (2010),tt1399683,Winter's Bone,Winter's Bone,2010.0,100.0,"Drama,Mystery"
34,"Nov 25, 2011",The Artist,16000000,44667095,128256712,801.6044499999998,high,The Artist (2011),tt1655442,The Artist,The Artist,2011.0,100.0,"Comedy,Drama,Romance"
34,"Nov 25, 2011",The Artist,16000000,44667095,128256712,801.6044499999998,high,The Artist (2011),tt1825978,The Artist,The Artist,2011.0,100.0,Thriller
67,"Apr 3, 2015",Furious 7,190000000,353007020,1518722794,799.3277863157895,high,Furious 7 (2015),tt2820852,Furious 7,Furious Seven,2015.0,137.0,"Action,Crime,Thriller"
38,"Aug 15, 2018",Crazy Rich Asians,30000000,174532921,238099711,793.6657033333332,high,Crazy Rich Asians (2018),tt3104988,Crazy Rich Asians,Crazy Rich Asians,2018.0,120.0,"Comedy,Romance"
97,"Feb 22, 2013",Dark Skies,3500000,17418667,27704111,791.5460285714287,high,Dark Skies (2013),tt2387433,Dark Skies,Dark Skies,2013.0,97.0,"Horror,Sci-Fi,Thriller"
50,"Jul 9, 2010",Despicable Me,69000000,251513985,543464573,787.6298159420288,high,Despicable Me (2010),tt1323594,Despicable Me,Despicable Me,2010.0,95.0,"Animation,Comedy,Family"
35,"Mar 17, 2017",Beauty and the Beast,160000000,504014165,1259199706,786.99981625,high,Beauty and the Beast (2017),tt2771200,Beauty and the Beast,Beauty and the Beast,2017.0,129.0,"Family,Fantasy,Musical"
53,"Nov 3, 2017",Lady Bird,10000000,48958273,78610769,786.1076899999998,high,Lady Bird (2017),tt4925292,Lady Bird,Lady Bird,2017.0,94.0,"Comedy,Drama"
7,"Oct 23, 2015",Paranormal Activity: The Ghost Dimension,10000000,18297124,77959374,779.59374,high,Paranormal Activity: The Ghost Dimension (2015),tt2473510,Paranormal Activity: The Ghost Dimension,Paranormal Activity: The Ghost Dimension,2015.0,88.0,"Horror,Mystery,Thriller"
99,"May 24, 2013",Before Midnight,3000000,8110621,23251930,775.0643333333335,high,Before Midnight (2013),tt2209418,Before Midnight,Before Midnight,2013.0,109.0,"Drama,Romance"
