id,release_date,movie,production_budget,domestic_gross,worldwide_gross,worldwide_roi,roi_category,movie_year,tconst,primary_title,original_title,start_year,runtime_minutes,genres
50,"Sep 9, 2016",Sully,60000000,125070033,238524556,397.54092666666673,somewhat high,Sully (2016),tt3263904,Sully,Sully,2016.0,96.0,"Biography,Drama"
21,"Nov 20, 2015",Mustang,1400000,845464,5552584,396.61314285714286,somewhat high,Mustang (2015),tt3966404,Mustang,Mustang,2015.0,97.0,Drama
29,"Nov 7, 2014",Big Hero 6,165000000,222527828,652127828,395.22898666666674,somewhat high,Big Hero 6 (2014),tt2245084,Big Hero 6,Big Hero 6,2014.0,102.0,"Action,Adventure,Animation"
27,"Dec 25, 2015",The Revenant,135000000,183637894,532938302,394.76911259259265,somewhat high,The Revenant (2015),tt1663202,The Revenant,The Revenant,2015.0,156.0,"Action,Adventure,Biography"
72,"Apr 1, 2010",Clash of the Titans,125000000,163214888,493214888,394.5719104,somewhat high,Clash of the Titans (2010),tt0800320,Clash of the Titans,Clash of the Titans,2010.0,106.0,"Action,Adventure,Fantasy"
84,"Aug 19, 2011",One Day,15000000,13843771,59168692,394.45794666666666,somewhat high,One Day (2011),tt1563738,One Day,One Day,2011.0,107.0,"Drama,Romance"
4,"Jun 9, 2017",It Comes at Night,5000000,13985117,19720203,394.40406,somewhat high,It Comes at Night (2017),tt4695012,It Comes at Night,It Comes at Night,2017.0,91.0,"Horror,Mystery"
11,"Jul 20, 2012",The Dark Knight Rises,275000000,448139099,1084439099,394.34149054545446,somewhat high,The Dark Knight Rises (2012),tt1345836,The Dark Knight Rises,The Dark Knight Rises,2012.0,164.0,"Action,Thriller"
85,"Jan 13, 2012",Contraband,25000000,66528000,98406855,393.62742,somewhat high,Contraband (2012),tt1524137,Contraband,Contraband,2012.0,109.0,"Action,Crime,Drama"
54,"Sep 22, 2017",Kingsman: The Golden Circle,104000000,100234838,408803696,393.08047692307684,somewhat high,Kingsman: The Golden Circle (2017),tt4649466,Kingsman: The Golden Circle,Kingsman: The Golden Circle,2017.0,141.0,"Action,Adventure,Comedy"
1,"Nov 14, 2014",Dumb and Dumber To,40000000,86208010,156553592,391.38398,somewhat high,Dumb and Dumber To (2014),tt2096672,Dumb and Dumber To,Dumb and Dumber To,2014.0,109.0,"Adventure,Comedy"
17,"Oct 8, 2010",Inside Job,2000000,4311834,7799257,389.96285,somewhat high,Inside Job (2010),tt1645089,Inside Job,Inside Job,2010.0,109.0,"Crime,Documentary"
76,"Dec 25, 2013",The Wolf of Wall Street,100000000,116900694,389870414,389.87041400000004,somewhat high,The Wolf of Wall Street (2013),tt0993846,The Wolf of Wall Street,The Wolf of Wall Street,2013.0,180.0,"Biography,Crime,Drama"
1,"Sep 16, 2016",Blair Witch,10000000,20777061,38985577,389.85577,somewhat high,Blair Witch (2016),tt1540011,Blair Witch,Blair Witch,2016.0,89.0,"Horror,Mystery,Thriller"
41,"Feb 10, 2017",The Lego Batman Movie,80000000,175750384,310660018,388.3250225,somewhat high,The Lego Batman Movie (2017),tt4116284,The Lego Batman Movie,The Lego Batman Movie,2017.0,104.0,"Action,Animation,Comedy"
58,"Feb 14, 2014",About Last Night,13000000,48637684,50445860,388.04507692307686,somewhat high,About Last Night (2014),tt1826590,About Last Night,About Last Night,2014.0,100.0,"Comedy,Romance"
68,"Aug 8, 2014",Teenage Mutant Ninja Turtles,125000000,191204754,485004754,388.0038032,somewhat high,Teenage Mutant Ninja Turtles (2014),tt1291150,Teenage Mutant Ninja Turtles,Teenage Mutant Ninja Turtles,2014.0,101.0,"Action,Adventure,Comedy"
72,"Dec 9, 2011",Tinker Tailor Soldier Spy,21000000,24149393,81452811,387.8705285714285,somewhat high,Tinker Tailor Soldier Spy (2011),tt1340800,Tinker Tailor Soldier Spy,Tinker Tailor Soldier Spy,2011.0,122.0,"Drama,Mystery,Thriller"
49,"Aug 12, 2011",Final Destination 5,40000000,42587643,155011165,387.5279125,somewhat high,Final Destination 5 (2011),tt1622979,Final Destination 5,Final Destination 5,2011.0,92.0,Horror
68,"Oct 7, 2016",The Girl on the Train,45000000,75395035,174278214,387.28492,somewhat high,The Girl on the Train (2016),tt3631112,The Girl on the Train,The Girl on the Train,2016.0,112.0,"Crime,Drama,Mystery"
87,"Apr 20, 2012",The Lucky One,25000000,60457138,96633833,386.535332,somewhat high,The Lucky One (2012),tt1327194,The Lucky One,The Lucky One,2012.0,101.0,"Drama,Romance"
78,"Mar 29, 2018",Ready Player One,150000000,137690172,579290136,386.19342400000005,somewhat high,Ready Player One (2018),tt1677720,Ready Player One,Ready Player One,2018.0,140.0,"Action,Adventure,Sci-Fi"
26,"Feb 22, 2013",Snitch,15000000,42930462,57907734,386.05156,somewhat high,Snitch (2013),tt0882977,Snitch,Snitch,2013.0,112.0,"Action,Drama,Thriller"
21,"Dec 13, 2013",The Hobbit: The Desolation of Smaug,250000000,258366855,960366855,384.146742,somewhat high,The Hobbit: The Desolation of Smaug (2013),tt1170358,The Hobbit: The Desolation of Smaug,The Hobbit: The Desolation of Smaug,2013.0,161.0,"Adventure,Fantasy"
29,"Sep 21, 2012",End of Watch,15000000,41003371,57586606,383.9107066666666,somewhat high,End of Watch (2012),tt1855199,End of Watch,End of Watch,2012.0,109.0,"Action,Crime,Drama"
70,"Feb 1, 2013",Warm Bodies,30000000,66380662,115121608,383.7386933333333,somewhat high,Warm Bodies (2013),tt1588173,Warm Bodies,Warm Bodies,2013.0,98.0,"Comedy,Horror,Romance"
52,"Jul 22, 2016",Ice Age: Collision Course,105000000,64063008,402156682,383.00636380952386,somewhat high,Ice Age: Collision Course (2016),tt3416828,Ice Age: Collision Course,Ice Age: Collision Course,2016.0,94.0,"Adventure,Animation,Comedy"
100,"Oct 14, 2016",The Accountant,40000000,86260045,152962083,382.4052075,somewhat high,The Accountant (2016),tt2140479,The Accountant,The Accountant,2016.0,128.0,"Action,Crime,Drama"
51,"Dec 19, 2012",Amour,9700000,6738954,36787044,379.24787628865977,somewhat high,Amour (2012),tt1602620,Amour,Amour,2012.0,127.0,"Drama,Romance"
77,"Dec 25, 2014",Into the Woods,56200000,128002372,213116401,379.2106779359431,somewhat high,Into the Woods (2014),tt2180411,Into the Woods,Into the Woods,2014.0,125.0,"Adventure,Comedy,Drama"
49,"Apr 11, 2014",Rio 2,130000000,131538435,492846291,379.1125315384616,somewhat high,Rio 2 (2014),tt2357291,Rio 2,Rio 2,2014.0,101.0,"Adventure,Animation,Comedy"
12,"Mar 3, 2017",Before I Fall,5000000,12241072,18945682,378.91364,somewhat high,Before I Fall (2017),tt1691916,Before I Fall,Before I Fall,2017.0,98.0,"Drama,Fantasy,Mystery"
22,"Dec 17, 2014",The Hobbit: The Battle of the Five Armies,250000000,255119788,945577621,378.2310484,somewhat high,The Hobbit: The Battle of the Five Armies (2014),tt2310332,The Hobbit: The Battle of the Five Armies,The Hobbit: The Battle of the Five Armies,2014.0,144.0,"Adventure,Fantasy"
84,"Dec 25, 2013",Lone Survivor,40000000,125095601,149804632,374.51158,somewhat high,Lone Survivor (2013),tt1091191,Lone Survivor,Lone Survivor,2013.0,121.0,"Action,Biography,Drama"
52,"Feb 19, 2010",Shutter Island,80000000,128012934,299461782,374.3272275,somewhat high,Shutter Island (2010),tt1130884,Shutter Island,Shutter Island,2010.0,138.0,"Mystery,Thriller"
41,"Nov 28, 2014",The Babadook,2000000,950792,7482387,374.11935,somewhat high,The Babadook (2014),tt2321549,The Babadook,The Babadook,2014.0,94.0,"Drama,Horror"
55,"May 23, 2014",X-Men: Days of Future Past,200000000,233921534,747862775,373.9313875,somewhat high,X-Men: Days of Future Past (2014),tt1877832,X-Men: Days of Future Past,X-Men: Days of Future Past,2014.0,132.0,"Action,Adventure,Sci-Fi"
53,"Jun 21, 2013",Monsters University,200000000,268488329,743588329,371.7941645,somewhat high,Monsters University (2013),tt1453405,Monsters University,Monsters University,2013.0,104.0,"Adventure,Animation,Comedy"
18,"Sep 3, 2010",Machete,12500000,26593646,46370970,370.96776,somewhat high,Machete (2010),tt0985694,Machete,Machete,2010.0,105.0,"Action,Crime,Thriller"
4,"Sep 14, 2012",Resident Evil: Retribution,65000000,42345531,240647629,370.22712153846163,somewhat high,Resident Evil: Retribution (2012),tt1855325,Resident Evil: Retribution,Resident Evil: Retribution,2012.0,95.0,"Action,Horror,Sci-Fi"
11,"Jan 29, 2016",Kung Fu Panda 3,140000000,143528619,517599142,369.71367285714285,somewhat high,Kung Fu Panda 3 (2016),tt2267968,Kung Fu Panda 3,Kung Fu Panda 3,2016.0,95.0,"Action,Adventure,Animation"
19,"Oct 21, 2011",Johnny English Reborn,45000000,8406711,164640401,365.8675577777778,somewhat high,Johnny English Reborn (2011),tt1634122,Johnny English Reborn,Johnny English Reborn,2011.0,101.0,"Action,Adventure,Comedy"
15,"May 7, 2010",Iron Man 2,170000000,312433331,621156389,365.38611117647065,somewhat high,Iron Man 2 (2010),tt1228705,Iron Man 2,Iron Man 2,2010.0,124.0,"Action,Adventure,Sci-Fi"
66,"Jun 10, 2016",Now You See Me 2,90000000,65075540,328325007,364.8055633333333,somewhat high,Now You See Me 2 (2016),tt3110958,Now You See Me 2,Now You See Me 2,2016.0,129.0,"Action,Adventure,Comedy"
45,"Feb 4, 2011",Sanctum,30000000,23209310,108957098,363.1903266666667,somewhat high,Sanctum (2011),tt0881320,Sanctum,Sanctum,2011.0,108.0,"Adventure,Drama,Thriller"
60,"Nov 20, 2015",Carol,11800000,12711491,42843521,363.08068644067805,somewhat high,Carol (2015),tt2402927,Carol,Carol,2015.0,118.0,"Drama,Romance"
34,"Jun 25, 2010",Grown Ups,75000000,162001186,272223430,362.9645733333333,somewhat high,Grown Ups (2010),tt1375670,Grown Ups,Grown Ups,2010.0,102.0,Comedy
68,"Dec 21, 2012",Jack Reacher,60000000,80070736,217370736,362.28456,somewhat high,Jack Reacher (2012),tt0790724,Jack Reacher,Jack Reacher,2012.0,130.0,"Action,Crime,Thriller"
8,"Jul 26, 2013",The Wolverine,115000000,132556852,416456852,362.13639304347834,somewhat high,The Wolverine (2013),tt1430132,The Wolverine,The Wolverine,2013.0,126.0,"Action,Adventure,Sci-Fi"
44,"Oct 10, 2014","Alexander and the Terrible, Horrible, No Good, Very Bad Day",28000000,66954149,101379287,362.0688821428572,somewhat high,"Alexander and the Terrible, Horrible, No Good, Very Bad Day (2014)",tt1698641,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014.0,81.0,"Comedy,Family"
50,"Dec 31, 2017",Posledniy bogatyr,8500000,0,30700192,361.17872941176466,somewhat high,Posledniy bogatyr (2017),tt6175394,Posledniy bogatyr,Posledniy bogatyr,2017.0,114.0,"Action,Adventure,Comedy"
9,"Dec 22, 2017",The Post,50000000,81903458,179748880,359.49776,somewhat high,The Post (2017),tt6294822,The Post,The Post,2017.0,116.0,"Biography,Drama,History"
1,"Jan 23, 2015",Mommy,4900000,3498695,17536004,357.8776326530612,somewhat high,Mommy (2015),tt5152894,Mommy,Mommy,2015.0,135.0,Drama
64,"Nov 23, 2011",The Muppets,45000000,88625922,160971922,357.7153822222222,somewhat high,The Muppets (2011),tt1204342,The Muppets,The Muppets,2011.0,103.0,"Adventure,Comedy,Family"
90,"Apr 13, 2018",Rampage,120000000,101028233,428056280,356.71356666666674,somewhat high,Rampage (2018),tt2231461,Rampage,Rampage,2018.0,107.0,"Action,Adventure,Sci-Fi"
16,"Sep 28, 2018",Night School,29000000,77339130,103008792,355.20273103448267,somewhat high,Night School (2018),tt6781982,Night School,Night School,2018.0,111.0,Comedy
56,"May 2, 2014",The Amazing Spider-Man 2,200000000,202853933,708996336,354.498168,somewhat high,The Amazing Spider-Man 2 (2014),tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014.0,142.0,"Action,Adventure,Sci-Fi"
57,"Dec 18, 2015",Sisters,30000000,87044645,106030660,353.4355333333333,somewhat high,Sisters (2015),tt1850457,Sisters,Sisters,2015.0,118.0,Comedy
57,"Dec 18, 2015",Sisters,30000000,87044645,106030660,353.4355333333333,somewhat high,Sisters (2015),tt4793074,Sisters,Sisters,2015.0,53.0,"Biography,Documentary,Music"
54,"Jul 29, 2011",The Guard,6000000,5359774,21197454,353.2909,somewhat high,The Guard (2011),tt1540133,The Guard,The Guard,2011.0,96.0,"Comedy,Crime,Thriller"
43,"Jul 27, 2016",Nerve,20000000,38583626,70652284,353.26142000000004,somewhat high,Nerve (2016),tt3531824,Nerve,Nerve,2016.0,96.0,"Action,Adventure,Crime"
51,"Mar 12, 2010",Remember Me,16000000,19068240,56506120,353.16325,somewhat high,Remember Me (2010),tt1403981,Remember Me,Remember Me,2010.0,113.0,"Drama,Romance"
13,"Sep 27, 2013",Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649,351.78544743589737,somewhat high,Cloudy with a Chance of Meatballs 2 (2013),tt1985966,Cloudy with a Chance of Meatballs 2,Cloudy with a Chance of Meatballs 2,2013.0,95.0,"Adventure,Animation,Comedy"
17,"Aug 3, 2012",Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,351.04406818181815,somewhat high,Diary of a Wimpy Kid: Dog Days (2012),tt2023453,Diary of a Wimpy Kid: Dog Days,Diary of a Wimpy Kid: Dog Days,2012.0,94.0,"Comedy,Family"
96,"Sep 26, 2014",The Equalizer,55000000,101530738,192903624,350.7338618181818,somewhat high,The Equalizer (2014),tt0455944,The Equalizer,The Equalizer,2014.0,132.0,"Action,Crime,Thriller"
96,"Oct 10, 2014",Addicted,5000000,17390770,17499242,349.98484,somewhat high,Addicted (2014),tt2205401,Addicted,Addicted,2014.0,106.0,"Drama,Thriller"
96,"Oct 10, 2014",Addicted,5000000,17390770,17499242,349.98484,somewhat high,Addicted (2014),tt3435418,Addicted,Addicted,2014.0,97.0,"Documentary,Music"
33,"Dec 3, 2014",Wild,15000000,37880356,52460543,349.73695333333336,somewhat high,Wild (2014),tt2305051,Wild,Wild,2014.0,115.0,"Adventure,Biography,Drama"
21,"Feb 8, 2019",What Men Want,20000000,54611903,69911903,349.5595150000001,somewhat high,What Men Want (2019),tt7634968,What Men Want,What Men Want,2019.0,117.0,"Comedy,Fantasy,Romance"
52,"Aug 20, 2010",Piranha 3D,24000000,25003155,83660160,348.584,somewhat high,Piranha 3D (2010),tt0464154,Piranha 3D,Piranha 3D,2010.0,88.0,"Comedy,Horror"
73,"Jan 16, 2015",The Wedding Ringer,23000000,64460211,80171596,348.5721565217392,somewhat high,The Wedding Ringer (2015),tt0884732,The Wedding Ringer,The Wedding Ringer,2015.0,101.0,Comedy
54,"Apr 16, 2010",Kick-Ass,28000000,48071303,97531134,348.3254785714285,somewhat high,Kick-Ass (2010),tt1250777,Kick-Ass,Kick-Ass,2010.0,117.0,"Action,Comedy"
18,"Mar 25, 2016",Batman v Superman: Dawn of Justice,250000000,330360194,867500281,347.0001124,somewhat high,Batman v Superman: Dawn of Justice (2016),tt2975590,Batman v Superman: Dawn of Justice,Batman v Superman: Dawn of Justice,2016.0,151.0,"Action,Adventure,Fantasy"
86,"Jul 29, 2016",Jason Bourne,120000000,162192920,416168316,346.80693,somewhat high,Jason Bourne (2016),tt4196776,Jason Bourne,Jason Bourne,2016.0,123.0,"Action,Thriller"
98,"May 13, 2016",Money Monster,27000000,41012075,93466095,346.1707222222222,somewhat high,Money Monster (2016),tt2241351,Money Monster,Money Monster,2016.0,98.0,"Crime,Drama,Thriller"
58,"Jun 22, 2012",To Rome with Love,21500000,16684352,74326015,345.7023953488373,somewhat high,To Rome with Love (2012),tt1859650,To Rome with Love,To Rome with Love,2012.0,112.0,"Comedy,Music,Romance"
31,"Jul 3, 2012",The Amazing Spider-Man,220000000,262030663,757890267,344.49557590909086,somewhat high,The Amazing Spider-Man (2012),tt0948470,The Amazing Spider-Man,The Amazing Spider-Man,2012.0,136.0,"Action,Adventure,Sci-Fi"
92,"Dec 18, 2013",Anchorman 2: The Legend Continues,50000000,127352707,172185754,344.371508,somewhat high,Anchorman 2: The Legend Continues (2013),tt1229340,Anchorman 2: The Legend Continues,Anchorman 2: The Legend Continues,2013.0,119.0,Comedy
67,"Aug 13, 2010",Eat Pray Love,60000000,80574010,206598789,344.331315,somewhat high,Eat Pray Love (2010),tt0879870,Eat Pray Love,Eat Pray Love,2010.0,133.0,"Drama,Romance"
25,"May 26, 2017",Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,342.7135378260869,somewhat high,Pirates of the Caribbean: Dead Men Tell No Tales (2017),tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,129.0,"Action,Adventure,Fantasy"
22,"Nov 23, 2011",My Week with Marilyn,10000000,14597405,34240572,342.40572000000003,somewhat high,My Week with Marilyn (2011),tt1655420,My Week with Marilyn,My Week with Marilyn,2011.0,99.0,"Biography,Drama"
100,"Dec 14, 2018",The Mule,50000000,103804407,170857676,341.715352,somewhat high,The Mule (2018),tt7959026,The Mule,The Mule,2018.0,116.0,"Crime,Drama,Thriller"
3,"Sep 18, 2015",Everest,65000000,43482270,221297061,340.4570169230769,somewhat high,Everest (2015),tt2719848,Everest,Everest,2015.0,121.0,"Action,Adventure,Biography"
21,"Feb 18, 2011",Unknown,40000000,63686397,136123083,340.3077075,somewhat high,Unknown (2011),tt1401152,Unknown,Unknown,2011.0,113.0,"Action,Mystery,Thriller"
81,"May 24, 2019",Aladdin,182000000,246734314,619234314,340.23863406593415,somewhat high,Aladdin (2019),tt6139732,Aladdin,Aladdin,2019.0,128.0,"Adventure,Comedy,Family"
51,"Sep 1, 2010",The American,20000000,35606376,67950723,339.75361499999997,somewhat high,The American (2010),tt1440728,The American,The American,2010.0,105.0,"Crime,Drama,Thriller"
76,"Oct 7, 2011",The Ides of March,23000000,40962534,77735925,337.98228260869564,somewhat high,The Ides of March (2011),tt1124035,The Ides of March,The Ides of March,2011.0,101.0,"Drama,Thriller"
49,"Apr 30, 2010",A Nightmare on Elm Street,35000000,63075011,117729621,336.3703457142857,somewhat high,A Nightmare on Elm Street (2010),tt1179056,A Nightmare on Elm Street,A Nightmare on Elm Street,2010.0,95.0,"Crime,Drama,Horror"
41,"Feb 14, 2013",Safe Haven,28000000,71399120,94050951,335.89625357142864,somewhat high,Safe Haven (2013),tt1702439,Safe Haven,Safe Haven,2013.0,115.0,"Drama,Romance,Thriller"
78,"Sep 11, 2015",The Perfect Guy,18000000,57027435,60278166,334.8787000000001,somewhat high,The Perfect Guy (2015),tt3862750,The Perfect Guy,The Perfect Guy,2015.0,100.0,"Crime,Drama,Horror"
6,"Nov 5, 2010",127 Hours,18000000,18335230,60217171,334.5398388888889,somewhat high,127 Hours (2010),tt1542344,127 Hours,127 Hours,2010.0,94.0,"Adventure,Biography,Drama"
69,"Jul 21, 2017",Dunkirk,150000000,190068280,499837368,333.224912,somewhat high,Dunkirk (2017),tt5013056,Dunkirk,Dunkirk,2017.0,106.0,"Action,Drama,History"
59,"Jun 2, 2017",Captain Underpants: The First Epic Movie,38000000,73921000,126577874,333.0996684210526,somewhat high,Captain Underpants: The First Epic Movie (2017),tt2091256,Captain Underpants: The First Epic Movie,Captain Underpants: The First Epic Movie,2017.0,89.0,"Action,Animation,Comedy"
41,"Jun 6, 2014",Obvious Child,1000000,3122616,3324070,332.407,somewhat high,Obvious Child (2014),tt2910274,Obvious Child,Obvious Child,2014.0,84.0,"Comedy,Drama,Romance"
38,"Feb 3, 2017",Rings,25000000,27793018,82917283,331.669132,somewhat high,Rings (2017),tt0498381,Rings,Rings,2017.0,102.0,"Drama,Horror,Mystery"
34,"Feb 14, 2013",A Good Day to Die Hard,92000000,67349198,304249198,330.70565,somewhat high,A Good Day to Die Hard (2013),tt1606378,A Good Day to Die Hard,A Good Day to Die Hard,2013.0,98.0,"Action,Thriller"
41,"May 16, 2014",Godzilla,160000000,200676069,529076069,330.672543125,somewhat high,Godzilla (2014),tt0831387,Godzilla,Godzilla,2014.0,123.0,"Action,Adventure,Sci-Fi"
31,"May 28, 2010",Sea Rex 3D: Journey to a Prehistoric World,5000000,6096582,16515203,330.30406,somewhat high,Sea Rex 3D: Journey to a Prehistoric World (2010),tt1529567,Sea Rex 3D: Journey to a Prehistoric World,Sea Rex 3D: Journey to a Prehistoric World,2010.0,41.0,Documentary
28,"Jul 29, 2015",Vacation,31000000,58884188,102306500,330.0209677419355,somewhat high,Vacation (2015),tt1524930,Vacation,Vacation,2015.0,99.0,"Adventure,Comedy"
36,"Feb 8, 2019",The Prodigy,6000000,14856291,19789712,329.8285333333333,somewhat high,The Prodigy (2019),tt4504044,The Prodigy,The Prodigy,2019.0,92.0,"Horror,Thriller"
20,"Sep 28, 2018",Hell Fest,5500000,11107431,18119231,329.44056363636366,somewhat high,Hell Fest (2018),tt1999890,Hell Fest,Hell Fest,2018.0,89.0,Horror
5,"Apr 7, 2017",Smurfs: The Lost Village,60000000,45020282,197578586,329.2976433333333,somewhat high,Smurfs: The Lost Village (2017),tt2398241,Smurfs: The Lost Village,Smurfs: The Lost Village,2017.0,90.0,"Adventure,Animation,Comedy"
37,"Dec 13, 2013",Saving Mr. Banks,35000000,83299761,114962525,328.4643571428572,somewhat high,Saving Mr. Banks (2013),tt2140373,Saving Mr. Banks,Saving Mr. Banks,2013.0,125.0,"Biography,Comedy,Drama"
39,"Feb 4, 2011",The Roommate,16000000,37300107,52545707,328.41066875,somewhat high,The Roommate (2011),tt1265990,The Roommate,The Roommate,2011.0,91.0,"Drama,Thriller"
94,"Jul 28, 2017",Atomic Blonde,30000000,51573925,98345423,327.8180766666666,somewhat high,Atomic Blonde (2017),tt2406566,Atomic Blonde,Atomic Blonde,2017.0,115.0,"Action,Mystery,Thriller"
40,"Apr 7, 2017",Going in Style,24000000,45018541,78672579,327.8024125,somewhat high,Going in Style (2017),tt2568862,Going in Style,Going in Style,2017.0,96.0,"Comedy,Crime"
34,"Aug 13, 2010",The Expendables,82000000,103068524,268268174,327.15630975609764,somewhat high,The Expendables (2010),tt1320253,The Expendables,The Expendables,2010.0,103.0,"Action,Adventure,Thriller"
60,"Nov 16, 2018",Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,652220086,326.110043,somewhat high,Fantastic Beasts: The Crimes of Grindelwald (2018),tt4123430,Fantastic Beasts: The Crimes of Grindelwald,Fantastic Beasts: The Crimes of Grindelwald,2018.0,134.0,"Adventure,Family,Fantasy"
84,"Nov 5, 2010",Due Date,65000000,100539043,211739043,325.75237384615383,somewhat high,Due Date (2010),tt1231583,Due Date,Due Date,2010.0,95.0,"Adventure,Comedy"
80,"Mar 4, 2016",London Has Fallen,60000000,62524260,195194085,325.323475,somewhat high,London Has Fallen (2016),tt3300542,London Has Fallen,London Has Fallen,2016.0,99.0,"Action,Thriller"
95,"Mar 21, 2014",Divergent,85000000,150947895,276014965,324.7234882352941,somewhat high,Divergent (2014),tt1840309,Divergent,Divergent,2014.0,139.0,"Action,Adventure,Mystery"
62,"Jul 2, 2014",Earth to Echo,13000000,38934842,42174545,324.41957692307693,somewhat high,Earth to Echo (2014),tt2183034,Earth to Echo,Earth to Echo,2014.0,91.0,"Adventure,Family,Sci-Fi"
11,"Feb 28, 2014",Son of God,22000000,59700064,70949793,322.4990590909091,somewhat high,Son of God (2014),tt3210686,Son of God,Son of God,2014.0,138.0,"Biography,Drama,History"
52,"Jul 14, 2017",War for the Planet of the Apes,152000000,146880162,489592267,322.10017565789474,somewhat high,War for the Planet of the Apes (2017),tt3450958,War for the Planet of the Apes,War for the Planet of the Apes,2017.0,140.0,"Action,Adventure,Drama"
75,"Jun 8, 2012",Prometheus,125000000,126477084,402448265,321.958612,somewhat high,Prometheus (2012),tt1446714,Prometheus,Prometheus,2012.0,124.0,"Adventure,Mystery,Sci-Fi"
21,"Nov 22, 2013",Delivery Man,22000000,30659817,70536870,320.62213636363634,somewhat high,Delivery Man (2013),tt2387559,Delivery Man,Delivery Man,2013.0,105.0,"Comedy,Drama"
88,"Sep 18, 2013",Enough Said,8000000,17550872,25621449,320.2681125,somewhat high,Enough Said (2013),tt2390361,Enough Said,Enough Said,2013.0,93.0,"Comedy,Drama,Romance"
55,"Jun 26, 2015",Ted 2,68000000,81476385,217214143,319.43256323529414,somewhat high,Ted 2 (2015),tt2637276,Ted 2,Ted 2,2015.0,115.0,Comedy
35,"Jul 9, 2010",Predators,40000000,52000688,127234389,318.0859725,somewhat high,Predators (2010),tt1424381,Predators,Predators,2010.0,107.0,"Action,Adventure,Sci-Fi"
94,"Feb 23, 2018",Game Night,37000000,69179066,117378084,317.2380648648648,somewhat high,Game Night (2018),tt2704998,Game Night,Game Night,2018.0,100.0,"Action,Comedy,Crime"
33,"Jul 31, 2013",The Smurfs 2,110000000,71017784,348547523,316.8613845454545,somewhat high,The Smurfs 2 (2013),tt2017020,The Smurfs 2,The Smurfs 2,2013.0,105.0,"Adventure,Animation,Comedy"
34,"Sep 4, 2015",The Transporter Refueled,22000000,16029670,69698495,316.81134090909086,somewhat high,The Transporter Refueled (2015),tt2938956,The Transporter Refueled,The Transporter Refueled,2015.0,96.0,"Action,Adventure,Crime"
62,"Oct 9, 2015",Knock Knock,2000000,36336,6328516,316.4258,somewhat high,Knock Knock (2015),tt3605418,Knock Knock,Knock Knock,2015.0,99.0,"Drama,Thriller"
54,"Jul 18, 2014",Sex Tape,40000000,38543473,126069509,315.1737725,somewhat high,Sex Tape (2014),tt1956620,Sex Tape,Sex Tape,2014.0,94.0,"Comedy,Romance"
21,"Oct 10, 2014",Dracula Untold,70000000,55991880,220241723,314.6310328571428,somewhat high,Dracula Untold (2014),tt0829150,Dracula Untold,Dracula Untold,2014.0,92.0,"Action,Drama,Fantasy"
22,"Apr 12, 2013",42,31000000,95020213,97470701,314.42161612903226,somewhat high,42 (2013),tt0453562,42,42,2013.0,128.0,"Biography,Drama,Sport"
97,"Dec 2, 2011",Shame,6500000,4002293,20412841,314.0437076923077,somewhat high,Shame (2011),tt1723811,Shame,Shame,2011.0,101.0,Drama
92,"Jul 24, 2015",Southpaw,30000000,52421953,94156456,313.8548533333333,somewhat high,Southpaw (2015),tt1798684,Southpaw,Southpaw,2015.0,124.0,"Drama,Sport"
39,"Nov 17, 2017",The Star,20000000,40847995,62758010,313.79005,somewhat high,The Star (2017),tt4587656,The Star,The Star,2017.0,86.0,"Adventure,Animation,Comedy"
77,"Aug 12, 2016",Hell or High Water,12000000,27007844,37584304,313.2025333333333,somewhat high,Hell or High Water (2016),tt2582782,Hell or High Water,Hell or High Water,2016.0,102.0,"Action,Crime,Drama"
33,"Apr 26, 2013",Pain & Gain,26000000,49875291,81275291,312.59727307692316,somewhat high,Pain & Gain (2013),tt1980209,Pain & Gain,Pain & Gain,2013.0,129.0,"Action,Comedy,Crime"
95,"Jan 15, 2016",Ride Along 2,40000000,90862685,124827316,312.06829,somewhat high,Ride Along 2 (2016),tt2869728,Ride Along 2,Ride Along 2,2016.0,102.0,"Action,Comedy,Crime"
81,"Aug 17, 2012",The Expendables 2,100000000,85028192,311979256,311.979256,somewhat high,The Expendables 2 (2012),tt1764651,The Expendables 2,The Expendables 2,2012.0,103.0,"Action,Adventure,Thriller"
39,"Jan 25, 2013",Movie 43,10000000,8840453,31164747,311.64747,somewhat high,Movie 43 (2013),tt1333125,Movie 43,Movie 43,2013.0,94.0,Comedy
56,"May 20, 2016",Neighbors 2: Sorority Rising,35000000,55340730,108757621,310.7360599999999,somewhat high,Neighbors 2: Sorority Rising (2016),tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016.0,92.0,Comedy
